"Vin","Stock","Type","Year","Make","Model","Trim","Ext Color","Status","Price","Body Style","Fuel Type","MSRP","Date In Stock","Street Address","Locality","Postal Code","Region","Country","Location","Vechile URL"
"3N8AP6DBXSL349806","SL349806","","","2025","Nissan","","","","...5735204746...1..2.10012024500.....34..","","","","","201 Nebraska Ave","Columbia","65203","MO","US","Joe Machens Nissan","https://www.joemachensnissan.com/inventory/new-2025-nissan-kicks-sr-awd-crossover-3n8ap6dbxsl349806/"
"5N1AZ3CS7SC114809","SC114809","","","2025","Nissan","","","","...5735204746...1..2.10012024500.....34..","","","","","201 Nebraska Ave","Columbia","65203","MO","US","Joe Machens Nissan","https://www.joemachensnissan.com/inventory/new-2025-nissan-murano-sl-awd-crossover-5n1az3cs7sc114809/"
"5N1AZ3CS4SC110149","SC110149","","","2025","Nissan","","","","...5735204746...1..2.10012024500.....34..","","","","","201 Nebraska Ave","Columbia","65203","MO","US","Joe Machens Nissan","https://www.joemachensnissan.com/inventory/new-2025-nissan-murano-sl-awd-crossover-5n1az3cs4sc110149/"
"5N1AZ3CS4SC110054","SC110054","","","2025","Nissan","","","","...5735204746...1..2.10012024500.....34..","","","","","201 Nebraska Ave","Columbia","65203","MO","US","Joe Machens Nissan","https://www.joemachensnissan.com/inventory/new-2025-nissan-murano-sl-awd-crossover-5n1az3cs4sc110054/"
"5N1AZ3CS0SC113615","SC113615","","","2025","Nissan","","","","","","","","","201 Nebraska Ave","Columbia","65203","MO","US","Joe Machens Nissan","https://www.joemachensnissan.com/inventory/new-2025-nissan-murano-sl-awd-crossover-5n1az3cs0sc113615/"
"3N8AP6DB1SL368700","SL368700","","","2025","Nissan","","","","","","","","","201 Nebraska Ave","Columbia","65203","MO","US","Joe Machens Nissan","https://www.joemachensnissan.com/inventory/new-2025-nissan-kicks-sr-awd-crossover-3n8ap6db1sl368700/"
"JN8AY3BE3S9401603","S9401603","","","2025","Nissan","","","","","","","","","201 Nebraska Ave","Columbia","65203","MO","US","Joe Machens Nissan","https://www.joemachensnissan.com/inventory/new-2025-nissan-armada-sl-4x4-suv-jn8ay3be3s9401603/"
"1N6ED1EK6SN634636","SN634636","","","2025","Nissan","","","","","","","","","201 Nebraska Ave","Columbia","65203","MO","US","Joe Machens Nissan","https://www.joemachensnissan.com/inventory/new-2025-nissan-frontier-crew-cab-pro-4x%c2%ae-4x4-truck-1n6ed1ek6sn634636/"
"3N8AP6DB7SL383282","SL383282","","","2025","Nissan","","","","","","","","","201 Nebraska Ave","Columbia","65203","MO","US","Joe Machens Nissan","https://www.joemachensnissan.com/inventory/new-2025-nissan-kicks-sr-awd-crossover-3n8ap6db7sl383282/"
"3N8AP6DB1SL384282","SL384282","","","2025","Nissan","","","","","","","","","201 Nebraska Ave","Columbia","65203","MO","US","Joe Machens Nissan","https://www.joemachensnissan.com/inventory/new-2025-nissan-kicks-sr-awd-crossover-3n8ap6db1sl384282/"
"1N6AA1ED8RN113243","RN113243","","","Pre-Owned","2024","","","","","","","","","201 Nebraska Ave","Columbia","65203","MO","US","Joe Machens Nissan","https://www.joemachensnissan.com/inventory/certified-used-2024-nissan-titan-pro-4x-4wd-4d-crew-cab-1n6aa1ed8rn113243/"
"1N6AA1ED5RN115712","RN115712","","","Pre-Owned","2024","","","","","","","","","201 Nebraska Ave","Columbia","65203","MO","US","Joe Machens Nissan","https://www.joemachensnissan.com/inventory/certified-used-2024-nissan-titan-pro-4x-4wd-4d-crew-cab-1n6aa1ed5rn115712/"
"1N6AA1ED6RN113094","RN113094","","","Pre-Owned","2024","","","","","","","","","201 Nebraska Ave","Columbia","65203","MO","US","Joe Machens Nissan","https://www.joemachensnissan.com/inventory/certified-used-2024-nissan-titan-pro-4x-4wd-4d-crew-cab-1n6aa1ed6rn113094/"
"1C4HJXEN6MW707359","MW707359","","","2021","Jeep","","","","","","","","","201 Nebraska Ave","Columbia","65203","MO","US","Joe Machens Nissan","https://www.joemachensnissan.com/inventory/used-2021-jeep-wrangler-unlimited-sahara-4wd-4d-sport-utility-1c4hjxen6mw707359/"
"1C4BJWDG9GL176215","GL176215","","","2016","Jeep","","","","","","","","","201 Nebraska Ave","Columbia","65203","MO","US","Joe Machens Nissan","https://www.joemachensnissan.com/inventory/used-2016-jeep-wrangler-unlimited-sport-4wd-4d-sport-utility-1c4bjwdg9gl176215/"
"KNDPM3AC7N7955390","N7955390","","","2022","Kia","","","","","","","","","201 Nebraska Ave","Columbia","65203","MO","US","Joe Machens Nissan","https://www.joemachensnissan.com/inventory/used-2022-kia-sportage-lx-fwd-4d-sport-utility-kndpm3ac7n7955390/"
"JN8BT3CB9SW143533","SW143533","","","Pre-Owned","2025","","","","","","","","","201 Nebraska Ave","Columbia","65203","MO","US","Joe Machens Nissan","https://www.joemachensnissan.com/inventory/certified-used-2025-nissan-rogue-sl-awd-4d-sport-utility-jn8bt3cb9sw143533/"
"5N1AZ2CS9RC102357","RC102357","","","2024","Nissan","","","","","","","","","201 Nebraska Ave","Columbia","65203","MO","US","Joe Machens Nissan","https://www.joemachensnissan.com/inventory/used-2024-nissan-murano-sl-awd-4d-sport-utility-5n1az2cs9rc102357/"
"5N1DR3CA4RC273866","RC273866","","","Pre-Owned","2024","","","","","","","","","201 Nebraska Ave","Columbia","65203","MO","US","Joe Machens Nissan","https://www.joemachensnissan.com/inventory/certified-used-2024-nissan-pathfinder-sl-fwd-4d-sport-utility-5n1dr3ca4rc273866/"
"5YFB4MDE7SP257871","SP257871","","","2025","Toyota","","","","","","","","","201 Nebraska Ave","Columbia","65203","MO","US","Joe Machens Nissan","https://www.joemachensnissan.com/inventory/used-2025-toyota-corolla-le-fwd-4d-sedan-5yfb4mde7sp257871/"
"5N1DR3AC2PC265749","PC265749","","","2023","Nissan","","","","","","","","","201 Nebraska Ave","Columbia","65203","MO","US","Joe Machens Nissan","https://www.joemachensnissan.com/inventory/used-2023-nissan-pathfinder-s-4wd-4d-sport-utility-5n1dr3ac2pc265749/"
"4S4WMAKDXR3441498","R3441498","","","2024","Subaru","","","","","","","","","201 Nebraska Ave","Columbia","65203","MO","US","Joe Machens Nissan","https://www.joemachensnissan.com/inventory/used-2024-subaru-ascent-onyx-edition-awd-4d-sport-utility-4s4wmakdxr3441498/"
"5N1DR3DJ8RC299806","RC299806","","","2024","Nissan","","","","","","","","","201 Nebraska Ave","Columbia","65203","MO","US","Joe Machens Nissan","https://www.joemachensnissan.com/inventory/used-2024-nissan-pathfinder-platinum-4wd-4d-sport-utility-5n1dr3dj8rc299806/"
"5N1DR2BM4LC593685","LC593685","","","2020","Nissan","","","","","","","","","201 Nebraska Ave","Columbia","65203","MO","US","Joe Machens Nissan","https://www.joemachensnissan.com/inventory/used-2020-nissan-pathfinder-sv-4wd-4d-sport-utility-5n1dr2bm4lc593685/"
"2T3RWRFV0NW130327","NW130327","","","2022","Toyota","","","","","","","","","201 Nebraska Ave","Columbia","65203","MO","US","Joe Machens Nissan","https://www.joemachensnissan.com/inventory/used-2022-toyota-rav4-hybrid-xle-awd-4d-sport-utility-2t3rwrfv0nw130327/"
"58ADZ1B12LU058924","LU058924","","","2020","Lexus","","","","","","","","","201 Nebraska Ave","Columbia","65203","MO","US","Joe Machens Nissan","https://www.joemachensnissan.com/inventory/used-2020-lexus-es-350-fwd-4d-sedan-58adz1b12lu058924/"
"2GC4YME72R1114722","R1114722","","","2024","Chevrolet","","","","","","","","","201 Nebraska Ave","Columbia","65203","MO","US","Joe Machens Nissan","https://www.joemachensnissan.com/inventory/used-2024-chevrolet-silverado-2500hd-custom-4wd-4d-crew-cab-2gc4yme72r1114722/"
"2FMPK4J92RBB00119","RBB00119","","","2024","Ford","","","","","","","","","201 Nebraska Ave","Columbia","65203","MO","US","Joe Machens Nissan","https://www.joemachensnissan.com/inventory/used-2024-ford-edge-sel-awd-4d-sport-utility-2fmpk4j92rbb00119/"
"1N6AA1EC8NN105161","NN105161","","","Pre-Owned","2022","","","","","","","","","201 Nebraska Ave","Columbia","65203","MO","US","Joe Machens Nissan","https://www.joemachensnissan.com/inventory/certified-used-2022-nissan-titan-sv-4wd-4d-crew-cab-1n6aa1ec8nn105161/"
"W1K5J4GB5LN082693","LN082693","","","2020","Mercedes-Benz","","","","","","","","","201 Nebraska Ave","Columbia","65203","MO","US","Joe Machens Nissan","https://www.joemachensnissan.com/inventory/used-2020-mercedes-benz-cla-cla-250-fwd-coupe-w1k5j4gb5ln082693/"
